City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Badarganj,BD,25.674,89.0549,86.72,65,100,3.38,overcast clouds
465,Saint-Philippe,RE,-21.3585,55.7679,71.19,72,76,10.29,broken clouds
466,Lyubech,UA,51.7026,30.6569,46.27,88,71,7.25,broken clouds
467,Meulaboh,ID,4.1363,96.1285,80.89,78,100,2.1,overcast clouds
468,Mitsamiouli,KM,-11.3847,43.2844,78.49,66,2,11.36,clear sky
469,Talnakh,RU,69.4865,88.3972,32.4,98,100,13.76,snow
470,Pueblo Nuevo,MX,23.3833,-105.3833,59.2,66,96,1.52,overcast clouds
471,Araouane,ML,18.9048,-3.5265,87.87,29,34,9.24,scattered clouds
472,Elmira,US,42.0898,-76.8077,75.52,81,1,2.46,clear sky
473,Oskemen,KZ,49.9565,82.6119,51.76,46,40,4.25,scattered clouds
474,Vanimo,PG,-2.6741,141.3028,83.98,76,100,2.44,overcast clouds
475,Shache,CN,38.4167,77.2406,72.48,20,100,7.65,overcast clouds
476,Boshkengash,TJ,38.4661,68.8053,64.45,63,100,2.24,overcast clouds
477,Maan,PH,5.9339,124.7356,84.04,75,83,7.11,broken clouds
478,Vestmannaeyjar,IS,63.4427,-20.2734,42.62,65,11,3.04,few clouds
479,Mopipi,BW,-21.1833,24.8833,56.46,34,0,8.34,clear sky
480,Kolyshley,RU,52.7005,44.5367,57.72,90,81,5.12,broken clouds
481,Barahona,DO,18.2085,-71.1008,78.82,73,100,1.43,overcast clouds
482,Addanki,IN,15.8167,79.9833,75.88,83,100,16.11,overcast clouds
483,Carmen,MX,18.6333,-91.8333,84.63,73,50,15.88,scattered clouds
484,Zuwarah,LY,32.9312,12.082,67.1,72,3,9.13,clear sky
485,Luderitz,NA,-26.6481,15.1594,59.63,47,0,9.46,clear sky
486,Neuquen,AR,-38.9516,-68.0591,53.49,58,40,8.05,scattered clouds
487,Ziro,IN,27.6333,93.8333,60.96,94,97,1.59,overcast clouds
488,Aykhal,RU,66.0,111.5,31.17,87,28,6.73,scattered clouds
489,Anori,BR,-3.7728,-61.6442,75.09,95,12,2.8,few clouds
490,Necochea,AR,-38.5473,-58.7368,56.03,72,100,12.66,overcast clouds
491,Dalbandin,PK,28.8947,64.4101,80.15,10,0,2.01,clear sky
492,Ferrol,ES,43.4832,-8.2369,53.28,78,99,13.33,overcast clouds
493,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.7,92,31,1.66,scattered clouds
494,Helong,CN,42.5397,128.9972,79.09,36,2,9.46,clear sky
495,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,82.29,70,37,15.12,scattered clouds
496,Walvis Bay,NA,-22.9575,14.5053,58.15,50,0,6.17,clear sky
497,Kjollefjord,NO,70.9457,27.3465,34.92,70,100,23.89,overcast clouds
498,San Rafael,AR,-34.6177,-68.3301,49.53,52,14,3.85,few clouds
499,Vilyuysk,RU,63.7553,121.6247,43.39,60,89,10.36,light rain
500,Bayonet Point,US,28.3267,-82.6834,78.75,61,100,1.01,overcast clouds
501,Kahului,US,20.8947,-156.47,80.62,73,40,21.85,scattered clouds
502,Salalah,OM,17.0151,54.0924,82.49,83,20,2.3,few clouds
503,Itarema,BR,-2.9248,-39.9167,76.17,86,7,9.46,clear sky
504,Bongor,TD,10.2806,15.3722,84.07,43,100,5.68,overcast clouds
505,Ayan,RU,56.45,138.1667,37.08,87,97,9.82,overcast clouds
506,Skjervoy,NO,70.0311,20.9714,38.35,68,80,14.29,broken clouds
507,Kokopo,PG,-4.352,152.2633,83.3,77,73,5.46,light rain
508,Alexandria,EG,31.2156,29.9553,68.54,77,0,9.22,clear sky
509,Tiznit,MA,29.5833,-9.5,82.69,22,30,3.4,scattered clouds
510,Akyab,MM,20.15,92.9,87.84,63,85,0.96,overcast clouds
511,Lasa,IT,46.6166,10.7002,48.94,99,100,3.51,overcast clouds
512,Kerva,RU,55.6117,39.5766,45.21,91,18,4.61,few clouds
513,Luena,AO,-11.7833,19.9167,54.27,68,5,3.98,clear sky
514,Malakal,SS,9.5334,31.6605,83.98,53,100,1.28,overcast clouds
515,Eldorado,BR,-23.7869,-54.2836,67.77,88,85,6.53,overcast clouds
516,Merauke,ID,-8.4667,140.3333,82.38,76,88,12.12,overcast clouds
517,Prado,BR,-17.3411,-39.2208,74.3,79,8,8.95,clear sky
518,Canico,PT,32.6333,-16.85,68.72,63,20,14.18,few clouds
519,Vasilsursk,RU,56.1275,46.0072,55.31,99,100,0.87,light rain
520,Girvan,GB,55.2426,-4.8555,44.6,83,93,5.06,overcast clouds
521,Fort Nelson,CA,58.8053,-122.7002,71.19,17,75,5.75,broken clouds
522,Kembe,CF,4.6228,21.8865,69.21,97,29,1.39,scattered clouds
523,Mtsensk,RU,53.2766,36.5733,43.79,83,0,4.03,clear sky
524,Kargasok,RU,59.0556,80.8572,55.45,87,100,6.55,light rain
525,Douentza,ML,14.9951,-2.9517,87.87,37,62,9.01,broken clouds
526,Sindor,RU,62.8629,51.8905,57.45,87,73,9.53,broken clouds
527,Omsukchan,RU,62.5333,155.8,34.25,90,89,4.72,overcast clouds
528,Tabou,CI,4.423,-7.3528,78.12,81,87,1.3,overcast clouds
529,Matagami,CA,49.7502,-77.6328,66.31,89,90,13.65,moderate rain
530,Saskylakh,RU,71.9167,114.0833,23.5,90,56,3.4,broken clouds
531,La Ronge,CA,55.1001,-105.2842,48.45,31,75,4.61,broken clouds
532,Hay River,CA,60.8156,-115.7999,55.38,41,20,8.05,few clouds
533,Hofn,IS,64.2539,-15.2082,36.75,59,100,15.26,overcast clouds
534,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.53,95,100,1.63,overcast clouds
535,Fortuna,US,40.5982,-124.1573,63.43,67,75,7.0,broken clouds
536,Aktas,KZ,49.7789,72.9608,56.95,49,44,7.74,scattered clouds
537,Mogocha,RU,53.7333,119.7667,39.96,58,100,9.98,overcast clouds
538,Esso,RU,55.9333,158.7,35.17,84,94,8.63,overcast clouds
539,Adrar,MR,20.5022,-10.0711,86.83,15,3,10.56,clear sky
540,Saint Anthony,US,45.0205,-93.218,78.69,78,1,1.99,clear sky
541,Grand-Lahou,CI,5.1367,-5.0242,78.39,82,100,3.91,overcast clouds
542,Weligama,LK,5.9667,80.4167,81.59,83,69,10.74,broken clouds
543,Xining,CN,36.6167,101.7667,50.13,72,98,12.1,overcast clouds
544,Katangli,RU,51.7102,143.2326,45.52,77,45,15.19,scattered clouds
545,Xique-Xique,BR,-10.8218,-42.7263,75.52,59,39,6.31,scattered clouds
546,Dickinson,US,29.4608,-95.0513,78.75,70,90,1.01,overcast clouds
547,Pemangkat,ID,1.1667,108.9667,80.82,81,96,0.92,overcast clouds
548,Santa Lucia,ES,27.9117,-15.5407,69.12,67,20,13.58,few clouds
549,Krasnogvardeyskoye,RU,45.8456,41.5186,62.51,92,100,7.31,light rain
550,Tartagal,AR,-22.5164,-63.8013,64.96,75,100,6.8,overcast clouds
551,Zhigansk,RU,66.7697,123.3711,38.7,49,57,11.36,broken clouds
552,Brits,ZA,-25.6347,27.7802,53.33,36,97,5.73,overcast clouds
553,Ciego De Avila,CU,21.84,-78.7619,74.46,70,99,11.23,overcast clouds
554,Caraz,PE,-9.0486,-77.81,61.57,83,19,1.7,few clouds
555,Bembereke,BJ,10.2283,2.6634,76.28,76,62,6.93,broken clouds
556,Novyy Urengoy,RU,66.0833,76.6333,48.6,82,64,11.83,broken clouds
557,Lae,PG,-6.7221,146.9847,83.07,66,32,6.2,scattered clouds
558,Serenje,ZM,-13.2325,30.2352,51.26,80,0,4.03,clear sky
559,Oruro,BO,-17.9833,-67.15,39.18,20,0,2.15,clear sky
560,Huilong,CN,31.8111,121.655,73.04,72,63,11.25,broken clouds
561,Fairbanks,US,64.8378,-147.7164,59.09,64,90,0.0,overcast clouds
562,Korem,ET,12.5058,39.5228,56.91,35,46,1.92,scattered clouds
563,Muswellbrook,AU,-32.2667,150.9,63.01,60,1,4.81,clear sky
564,Kaeo,NZ,-35.1,173.7833,62.33,75,100,13.18,heavy intensity rain
565,Sapulpa,US,35.9987,-96.1142,72.16,97,90,13.58,overcast clouds
566,Kuhdasht,IR,33.535,47.6061,69.22,17,1,3.13,clear sky
567,Narimanov,RU,46.6927,47.8498,69.71,51,89,12.08,overcast clouds
568,Saint-Louis,SN,16.3333,-15.0,68.76,68,8,9.51,clear sky
569,Kiunga,PG,-6.1219,141.2906,84.27,72,92,2.48,overcast clouds
570,Rudbar,AF,30.15,62.6,78.85,16,0,9.28,clear sky
571,Xinyu,CN,27.8043,114.9334,66.97,98,100,4.88,overcast clouds
572,Bratsk,RU,56.1325,101.6142,46.89,48,82,7.72,broken clouds
573,Muros,ES,42.7762,-9.0603,57.83,76,96,11.61,overcast clouds
574,Mayo,US,38.8876,-76.5119,73.81,70,1,1.01,clear sky
575,Coulommiers,FR,48.8145,3.085,51.58,78,23,5.01,few clouds
576,Mishan,CN,45.55,131.8833,75.67,37,73,6.85,broken clouds
577,Yevlax,AZ,40.6089,47.1492,64.38,88,40,0.0,scattered clouds
578,Suez,EG,29.9737,32.5263,65.77,83,1,9.26,clear sky
579,Impfondo,CG,1.6381,18.0667,72.36,99,100,2.82,overcast clouds
580,Bronnoysund,NO,65.4625,12.1997,42.8,87,100,2.3,overcast clouds
581,Ranong,TH,9.9658,98.6348,76.93,82,100,11.59,moderate rain
582,Sainte-Maxime,FR,43.3,6.6333,60.84,90,100,6.4,overcast clouds
583,Seddon,AU,-37.8068,144.8916,66.7,52,0,8.99,clear sky
584,Iturama,BR,-19.7281,-50.1956,75.81,40,100,7.96,overcast clouds
585,Huangchuan,CN,32.1272,115.0394,78.31,60,95,5.39,overcast clouds
586,Bambanglipuro,ID,-7.95,110.2833,82.87,73,50,7.52,scattered clouds
587,Kerrville,US,30.0474,-99.1403,77.25,71,1,8.05,clear sky
588,Saint-Joseph,RE,-21.3667,55.6167,70.18,71,53,12.62,broken clouds
589,Lapeer,US,43.0514,-83.3188,81.09,64,1,0.0,clear sky
590,Oktyabrskoye,RU,43.0645,44.7417,68.14,50,40,6.04,scattered clouds
591,Querendaro,MX,19.8667,-100.9167,70.16,24,80,5.23,broken clouds
592,Iwo,NG,7.6333,4.1833,73.81,98,85,3.65,overcast clouds
593,Mana,GF,5.6592,-53.7767,77.58,89,76,11.65,broken clouds
594,Manggar,ID,-2.8833,108.2667,86.27,69,81,11.27,broken clouds
595,Tigil,RU,57.8,158.6667,36.19,89,100,9.91,overcast clouds
596,Agirish,RU,61.9247,63.0231,67.68,50,0,7.83,clear sky
597,Roma,US,43.2128,-75.4557,75.88,63,1,0.0,clear sky
598,Ulladulla,AU,-35.35,150.4667,66.67,61,86,3.65,overcast clouds
599,Kapit,MY,2.0167,112.9333,76.14,97,100,0.36,overcast clouds
600,Nabire,ID,-3.3667,135.4833,84.97,73,81,2.57,light rain
601,Karratha,AU,-20.7377,116.8463,81.19,19,0,12.68,clear sky
602,Alta Floresta,BR,-9.8756,-56.0861,75.69,86,94,0.56,overcast clouds
603,Norman Wells,CA,65.282,-126.8329,69.84,26,75,20.71,broken clouds
604,Watsa,CD,3.0372,29.5355,63.86,99,39,3.04,scattered clouds
605,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,66.04,85,100,5.12,overcast clouds
606,Sobolevo,RU,54.4299,31.8996,42.66,92,2,7.4,clear sky
607,Sorong,ID,-0.8833,131.25,81.99,78,87,8.84,overcast clouds
608,Vila,PT,42.0304,-8.1588,46.92,92,100,3.38,overcast clouds
609,Nazarovo,RU,56.0064,90.3914,45.81,61,99,5.66,overcast clouds
610,Okhotsk,RU,59.3833,143.3,39.94,64,100,7.61,overcast clouds
611,Moron,AR,-34.6534,-58.6198,58.75,97,100,10.02,moderate rain
612,Russell,US,32.3502,-85.1999,78.03,58,40,4.9,scattered clouds
613,Kongolo,CD,-5.3833,27.0,69.85,74,25,3.2,scattered clouds
614,Bilma,NE,18.6853,12.9164,85.23,12,0,6.11,clear sky
615,Robertsport,LR,6.7533,-11.3686,79.88,82,62,1.25,moderate rain
616,Maniitsoq,GL,65.4167,-52.9,30.81,76,100,29.68,overcast clouds
617,Oistins,BB,13.0667,-59.5333,80.69,61,20,21.85,few clouds
618,Mae Sai,TH,20.4335,99.8762,88.45,51,16,3.24,few clouds
619,Fort Frances,CA,48.5999,-93.4003,79.02,47,1,6.91,clear sky
620,Pangoa,PE,-12.1167,-73.0,69.42,93,100,3.09,overcast clouds
621,Ust-Kut,RU,56.7938,105.7672,48.9,31,100,6.08,overcast clouds
622,Virginia Beach,US,36.8529,-75.978,64.42,85,20,0.0,few clouds
623,San Andres,CO,12.5847,-81.7006,82.42,78,75,11.5,broken clouds
624,Airai,TL,-8.9266,125.4092,72.28,54,64,3.44,broken clouds
625,Mandalgovi,MN,45.7625,106.2708,50.63,17,8,26.31,clear sky
626,Belmonte,BR,-15.8631,-38.8828,75.7,80,11,7.05,few clouds
627,Catamarca,AR,-28.4696,-65.7852,54.05,67,7,7.7,clear sky
628,Teguise,ES,29.0605,-13.564,66.42,84,0,20.33,clear sky
629,Pitelino,RU,54.5777,41.8145,48.81,94,79,6.76,broken clouds
630,Balkanabat,TM,39.5108,54.3671,88.59,17,0,9.8,clear sky
631,Mayumba,GA,-3.432,10.6554,77.23,88,55,2.75,broken clouds
632,Rila,BG,42.1333,23.1333,48.97,80,55,3.36,broken clouds
633,Buta,CD,2.7858,24.73,69.26,98,100,2.42,light rain
634,Mantes-La-Ville,FR,48.9737,1.7025,51.67,68,99,20.36,overcast clouds
635,Shingu,JP,33.7333,135.9833,67.91,60,100,1.61,overcast clouds
636,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.77,82,23,14.79,few clouds
637,Ndele,CF,8.4109,20.6473,75.94,76,100,3.18,overcast clouds
638,Naliya,IN,23.2667,68.8333,85.53,67,65,16.69,broken clouds
639,Podyuga,RU,61.095,40.8647,46.26,93,31,8.7,scattered clouds
640,Ustrzyki Dolne,PL,49.4304,22.5938,54.46,74,52,13.02,broken clouds
641,Balabac,PH,7.9868,117.0645,85.64,69,97,8.5,overcast clouds
642,Whitecourt,CA,54.1502,-115.6855,58.24,23,1,4.61,clear sky
643,Acu,BR,-5.5767,-36.9086,74.97,78,1,9.53,clear sky
644,Diu,IN,20.7141,70.9822,82.98,75,34,10.16,scattered clouds
645,Parabel,RU,58.6978,81.4825,52.75,87,100,6.64,light rain
646,Rio Branco,BR,-9.9747,-67.81,77.61,87,0,3.36,clear sky
647,Susanville,US,40.4163,-120.653,48.04,68,90,11.99,overcast clouds
648,Kerema,PG,-7.9631,145.7785,81.37,81,100,5.39,overcast clouds
649,Fuchu,JP,35.6667,139.4833,72.66,88,75,6.91,light rain
650,Ust-Omchug,RU,61.15,149.6333,42.19,59,55,1.92,broken clouds
651,Sunndalsora,NO,62.6754,8.5515,48.85,85,10,7.0,clear sky
652,El Tigre,VE,8.8875,-64.2454,79.81,63,59,14.03,broken clouds
653,Dunedin,NZ,-45.8742,170.5036,56.34,54,9,1.63,clear sky
654,Weyburn,CA,49.6668,-103.8511,39.42,87,100,14.97,overcast clouds
655,Quelimane,MZ,-17.8786,36.8883,71.55,94,0,5.01,clear sky
656,Bela Cruz,BR,-3.0506,-40.1678,71.91,94,7,4.99,clear sky
657,Mier,MX,26.4333,-99.15,86.68,62,7,18.88,clear sky
658,Albania,AL,41.0,20.0,51.19,78,37,3.49,scattered clouds
659,Mersing,MY,2.4312,103.8405,78.71,94,40,4.61,scattered clouds
660,Aiken,US,33.5835,-81.5998,78.35,47,1,8.05,clear sky
661,Byron Bay,AU,-28.65,153.6167,71.55,70,33,8.88,scattered clouds
662,Ishinomaki,JP,38.4167,141.3,62.6,96,100,5.41,overcast clouds
663,Georgiyevka,KZ,43.0369,74.7114,60.84,44,0,7.09,clear sky
664,Leczyca,PL,52.0596,19.1997,54.16,86,100,10.6,overcast clouds
665,Mizdah,LY,31.4451,12.9801,58.98,79,0,10.2,clear sky
666,Pavlovka,RU,52.6897,47.1405,62.01,68,63,10.49,broken clouds
667,West Wendover,US,40.7391,-114.0733,58.21,33,1,13.8,clear sky
668,San Pedro,PH,14.35,121.0167,90.63,56,20,5.86,few clouds
669,Amahai,ID,-3.3333,128.9167,80.06,84,99,3.13,overcast clouds
670,Clonakilty,IE,51.6231,-8.8706,43.81,89,10,10.87,clear sky
671,Puro,PH,12.4841,123.3827,85.55,66,33,2.62,scattered clouds
672,Danielskuil,ZA,-28.1887,23.5395,38.62,70,0,5.39,clear sky
673,Stephenville,US,32.2207,-98.2023,77.59,73,1,10.36,clear sky
674,Soto La Marina,MX,23.7667,-98.2167,78.78,74,4,9.64,clear sky
675,Hope,US,33.6671,-93.5916,73.45,98,100,5.93,light rain
676,Umm Lajj,SA,25.0213,37.2685,81.34,66,7,7.4,clear sky
677,Mananjary,MG,-21.2167,48.3333,68.34,79,70,2.26,broken clouds
678,Zvishavane,ZW,-20.3267,30.0665,56.41,55,0,1.05,clear sky
679,Novobelokatay,RU,55.7062,58.9549,60.21,81,100,4.41,overcast clouds
680,Anadyr,RU,64.75,177.4833,39.7,92,75,6.76,broken clouds
681,Nuqui,CO,5.7125,-77.2708,79.59,88,100,3.6,light rain
682,Bereda,ES,43.2686,-7.5406,48.92,90,98,5.55,overcast clouds
683,Tibacuy,CO,4.3511,-72.4564,76.8,88,100,5.95,overcast clouds
684,Kumba,CM,4.6363,9.4469,72.57,98,99,2.62,moderate rain
685,Varhaug,NO,58.6147,5.6457,50.9,85,99,13.62,light rain
686,Igrim,RU,63.1906,64.4162,68.95,42,23,7.34,few clouds
687,Angoche,MZ,-16.2325,39.9086,75.34,71,87,2.1,light rain
688,Zalantun,CN,48.0,122.7167,85.21,25,2,16.55,clear sky
689,High Level,CA,58.5169,-117.136,68.11,34,75,8.86,broken clouds
690,Constantine,DZ,36.365,6.6147,69.21,42,0,6.91,clear sky
691,Aswan,EG,24.0934,32.907,81.52,19,0,12.71,clear sky
692,Preobrazheniye,RU,42.9019,133.9064,59.49,73,92,9.4,overcast clouds
693,Iquique,CL,-20.2208,-70.1431,60.84,76,61,4.23,broken clouds
694,Plattsburgh,US,44.6995,-73.4529,77.32,73,1,6.46,clear sky
695,Rantepao,ID,-2.9701,119.8978,81.43,55,75,2.35,broken clouds
696,Champerico,GT,14.3,-91.9167,85.35,73,1,6.53,clear sky
697,Nome,US,64.5011,-165.4064,37.17,87,90,19.57,overcast clouds
